FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-BEN-05/0004/2021,10-Jan-2021 0735 hrs,Bengaluru Urban,KA-BEN-05,Burglary - Commercial,07-Jan-2021 0354 hrs,09-Jan-2021 2006 hrs,,Rolling Shutter,Forced - door,Warehouse,Selective Search,Two-Three,None,Insider Tip,Cash,Car/Jeep,Car/Jeep,,,,,,,,,,"Brief facts: the complainant states that on or between 07-Jan-2021 0354 hrs and 09-Jan-2021 2006 hrs a break-in at commercial premises was committed in Bengaluru Urban limits. It is stated that the accused targeted a godown, were two or three persons, took only selected valuables, made no attempt to avoid identification, forced the door open, took cash, struck while the premises were closed for a holiday and got in by lifting the shutter. A spot panchnama was drawn up in the presence of witnesses. The total value of the stolen property is estimated at Rs. 110,776."
KA-BEN-02/0001/2021,10-Jan-2021 1237 hrs,Bengaluru Urban,KA-BEN-02,Theft - Chain Snatching,10-Jan-2021 0449 hrs,10-Jan-2021 0453 hrs,,,,,,Two-Three,None,Random,Gold Jewellery,Bike,Bike,,,,Motorcycle,,Main Road,,,,"Brief facts: the complainant states that on or between 10-Jan-2021 0449 hrs and 10-Jan-2021 0453 hrs a chain snatching was committed in Bengaluru Urban limits. It is stated that the accused came on a two-wheeler, struck early in the morning, took gold ornaments, were two or three persons, fled on a two-wheeler, escaped along the main road and made no attempt to avoid identification. Nearby shops were closed at the time. Street lights in the area were reported not working."
KA-MYS-05/0002/2021,10-Jan-2021 1553 hrs,Mysuru,KA-MYS-05,Theft - Chain Snatching,07-Jan-2021 0815 hrs,07-Jan-2021 0824 hrs,None Observed,,,,,Single,None,Random,Gold Jewellery / Electronics,Bike,Bike,,,,Motorcycle,Morning Walk,,,,,"The complainant lodged a complaint at KA-MYS-05 regarding chain snatching between 07-Jan-2021 0815 hrs and 07-Jan-2021 0824 hrs. It is stated that the accused came on a two-wheeler, rode a motorcycle, took gold ornaments, took electronic items, left no sign of tools, acted alone, targeted a victim on a morning walk, fled on a two-wheeler, appear to have picked the target by chance and made no attempt to avoid identification. The dog squad was summoned to the spot. Enquiries with nearby residents are in progress."
KA-KAL-05/0003/2021,10-Jan-2021 1758 hrs,Kalaburagi,KA-KAL-05,Theft - Vehicle,08-Jan-2021 1836 hrs,09-Jan-2021 0307 hrs,,,,,,Gang (4+),None,Random,Vehicle,Bike,,Motorcycle,Handle Lock Broken,Residence Parking,,,,,,,"It is alleged that between 08-Jan-2021 1836 hrs and 09-Jan-2021 0307 hrs unknown accused committed vehicle theft within Kalaburagi. It is stated that the accused made no attempt to avoid identification, appear to have picked the target by chance, were a group of four or more, stole a motorcycle, struck at night, took a vehicle, came on a two-wheeler and broke the handle lock. Enquiries with nearby residents are in progress. The beat constable had passed the area about an hour earlier."
KA-BEN-04/0001/2021,10-Jan-2021 1822 hrs,Bengaluru Urban,KA-BEN-04,Burglary - Commercial,10-Jan-2021 0056 hrs,10-Jan-2021 0953 hrs,Iron Rod / Screwdriver,Door,Forced - grill cut,Shop,Targeted,,None,,Electronics,Walking,Walking,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-04 regarding break-in at commercial premises between 10-Jan-2021 0056 hrs and 10-Jan-2021 0953 hrs. It is stated that the accused fled on foot, used a crowbar, used a screwdriver, got in through the door, went straight to where the valuables were kept, made no attempt to avoid identification, struck early in the morning, targeted a shop and came on foot. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
KA-KAL-04/0004/2021,11-Jan-2021 0029 hrs,Kalaburagi,KA-KAL-04,Burglary - Commercial,09-Jan-2021 0426 hrs,09-Jan-2021 1612 hrs,Iron Rod,Wall Breached,Forced - lock,Office,,Single,None,Pre-Surveyed,Gold Jewellery,Car/Jeep,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-KAL-04 regarding break-in at commercial premises between 09-Jan-2021 0426 hrs and 09-Jan-2021 1612 hrs. It is stated that the accused took gold ornaments, struck during the day, came in a four-wheeler, broke the lock, acted alone, targeted an office, made no attempt to avoid identification, appear to have watched the place beforehand, used a crowbar, made a hole in the wall and fled in a four-wheeler. The complainant does not suspect anyone. Nearby shops were closed at the time."
KA-KAL-01/0003/2021,11-Jan-2021 0243 hrs,Kalaburagi,KA-KAL-01,Theft - Vehicle,08-Jan-2021 1706 hrs,09-Jan-2021 0227 hrs,None Observed,,,,,Single,CCTV Tampered,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Residence Parking,,,,,,,"The complainant lodged a complaint at KA-KAL-01 regarding vehicle theft between 08-Jan-2021 1706 hrs and 09-Jan-2021 0227 hrs. It is stated that the accused left no sign of tools, fled on a two-wheeler, acted alone, came on foot, started it with a duplicate key, took a vehicle, appear to have picked the target by chance, disabled the CCTV camera, struck during the day and stole a motorcycle. The complainant noticed the incident on returning and informed the police. It had been raining heavily that evening."
KA-BEN-01/0002/2021,11-Jan-2021 0617 hrs,Bengaluru Urban,KA-BEN-01,Burglary - Dwelling,31-Dec-2020 2256 hrs,01-Jan-2021 1441 hrs,Cutting Plier / Screwdriver,Door,Forced - door,Apartment,Selective Search,Two-Three,None,,Cash / Electronics / Vehicle,Walking,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 31-Dec-2020 2256 hrs and 01-Jan-2021 1441 hrs a house burglary was committed in Bengaluru Urban limits. It is stated that the accused fled on foot, forced the door open, took only selected valuables, came on foot, targeted an apartment, made no attempt to avoid identification and were two or three persons. Neighbours stated they did not hear anything unusual. Street lights in the area were reported not working."
KA-BEL-07/0001/2021,11-Jan-2021 0938 hrs,Belagavi,KA-BEL-07,Burglary - Commercial,10-Jan-2021 2118 hrs,11-Jan-2021 0528 hrs,Iron Rod / Cutting Plier,Rolling Shutter,Forced - door,Warehouse,Ransacked,Gang (4+),None,Random,Cash / Documents,Bike,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 10-Jan-2021 2118 hrs and 11-Jan-2021 0528 hrs a break-in at commercial premises was committed in Belagavi limits. It is stated that the accused came on a two-wheeler, appear to have picked the target by chance, forced the door open, took cash, took documents, used a crowbar, used a cutter, fled on foot, were a group of four or more, targeted a godown and struck at night. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual."
KA-MYS-04/0001/2021,11-Jan-2021 1232 hrs,Mysuru,KA-MYS-04,Theft - Vehicle,10-Jan-2021 0106 hrs,10-Jan-2021 0526 hrs,,,,,,Two-Three,None,Random,Vehicle,,,Scooter,Master Key,Public Parking,,,,,,,"It is alleged that between 10-Jan-2021 0106 hrs and 10-Jan-2021 0526 hrs unknown accused committed vehicle theft within Mysuru. It is stated that the accused struck at night, took a vehicle, made no attempt to avoid identification, appear to have picked the target by chance, fled on a two-wheeler, started it with a duplicate key and stole a scooter. The total value of the stolen property is estimated at Rs. 203,539. A relative of the complainant was the first to notice."
KA-BEN-02/0002/2021,11-Jan-2021 2002 hrs,Bengaluru Urban,KA-BEN-02,Burglary - Commercial,10-Jan-2021,11-Jan-2021,None Observed,Wall Breached,Forced - lock,Shop,Targeted,Gang (4+),Gloves Worn,Pre-Surveyed,,Car/Jeep,Car/Jeep,,,,,,,,,,"It is alleged that between 10-Jan-2021 and 11-Jan-2021 unknown accused committed break-in at commercial premises within Bengaluru Urban. It is stated that the accused were a group of four or more, appear to have watched the place beforehand, made a hole in the wall, fled in a four-wheeler, wore gloves, left no sign of tools and went straight to where the valuables were kept. The complainant has submitted bills for some of the items. Fingerprint experts visited the scene."
KA-BEL-05/0002/2021,12-Jan-2021 0054 hrs,Belagavi,KA-BEL-05,Theft - Vehicle,10-Jan-2021 1237 hrs,10-Jan-2021 2204 hrs,Screwdriver,,,,,Two-Three,Face Covered,Random,Vehicle,,Car/Jeep,Car,Master Key,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEL-05 regarding vehicle theft between 10-Jan-2021 1237 hrs and 10-Jan-2021 2204 hrs. It is stated that the accused fled in a four-wheeler, struck during the day, used a screwdriver, had their faces covered, were two or three persons, took it from the roadside, stole a car, took a vehicle and started it with a duplicate key. The beat constable had passed the area about an hour earlier. Fingerprint experts visited the scene."
KA-DHA-07/0002/2021,12-Jan-2021 0745 hrs,Dharwad,KA-DHA-07,Theft - Chain Snatching,10-Jan-2021 1433 hrs,10-Jan-2021 1440 hrs,None Observed,,,,,Two-Three,,Pre-Surveyed,Gold Jewellery / Cash,Bike,Bike,,,,Motorcycle,Walking On Road,Highway,,,,"It is alleged that between 10-Jan-2021 1433 hrs and 10-Jan-2021 1440 hrs unknown accused committed chain snatching within Dharwad. It is stated that the accused left no sign of tools, were two or three persons, targeted a victim who was walking, came on a two-wheeler, fled on a two-wheeler, escaped towards the highway, took gold ornaments, took cash, struck during the day and rode a motorcycle. A relative of the complainant was the first to notice. The beat constable had passed the area about an hour earlier."
KA-MYS-06/0003/2021,12-Jan-2021 0939 hrs,Mysuru,KA-MYS-06,Burglary - Dwelling,06-Jan-2021 1138 hrs,07-Jan-2021 0827 hrs,Screwdriver,Door,Forced - lock,Apartment,Selective Search,Two-Three,None,Random,Gold Jewellery / Documents,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-MYS-06 regarding house burglary between 06-Jan-2021 1138 hrs and 07-Jan-2021 0827 hrs. It is stated that the accused came on a two-wheeler, broke the lock, took only selected valuables, got in through the door, took gold ornaments, took documents, were two or three persons, appear to have picked the target by chance, struck while the occupants were out, made no attempt to avoid identification, fled on a two-wheeler and targeted an apartment. A spot panchnama was drawn up in the presence of witnesses. The complainant noticed the incident on returning and informed the police."
KA-DHA-05/0001/2021,12-Jan-2021 1000 hrs,Dharwad,KA-DHA-05,Theft - Vehicle,11-Jan-2021 1223 hrs,11-Jan-2021 1622 hrs,None Observed,,,,,Two-Three,None,Random,Vehicle,Bike,Walking,Motorcycle,Handle Lock Broken,Road Side,,,,,,,"The complainant lodged a complaint at KA-DHA-05 regarding vehicle theft between 11-Jan-2021 1223 hrs and 11-Jan-2021 1622 hrs. It is stated that the accused stole a motorcycle, took it from the roadside, struck during the day, fled on foot, came on a two-wheeler, broke the handle lock, made no attempt to avoid identification, were two or three persons, left no sign of tools, appear to have picked the target by chance and took a vehicle. The complainant noticed the incident on returning and informed the police. The total value of the stolen property is estimated at Rs. 51,983."
KA-BEL-02/0003/2021,12-Jan-2021 1204 hrs,Belagavi,KA-BEL-02,Theft - Vehicle,11-Jan-2021 1218 hrs,11-Jan-2021 1645 hrs,None Observed,,,,,Gang (4+),None,,Vehicle,Walking,Bike,Motorcycle,Handle Lock Broken,,,,,,,,"The complainant lodged a complaint at KA-BEL-02 regarding vehicle theft between 11-Jan-2021 1218 hrs and 11-Jan-2021 1645 hrs. It is stated that the accused were a group of four or more, stole a motorcycle, came on foot, struck during the day, made no attempt to avoid identification and took a vehicle. A relative of the complainant was the first to notice. The total value of the stolen property is estimated at Rs. 272,656."
KA-MYS-04/0002/2021,13-Jan-2021 0103 hrs,Mysuru,KA-MYS-04,Burglary - Dwelling,11-Jan-2021 2145 hrs,12-Jan-2021 0042 hrs,Iron Rod,Terrace,Forced - grill cut,Apartment,Targeted,Single,Face Covered,,Nothing Lost,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-MYS-04 regarding house burglary between 11-Jan-2021 2145 hrs and 12-Jan-2021 0042 hrs. It is stated that the accused came on a two-wheeler, cut the grill, went straight to where the valuables were kept, targeted an apartment, struck at night, got in through the roof, used a crowbar and took nothing. The dog squad was summoned to the spot. The total value of the stolen property is estimated at Rs. 103,949."
KA-KAL-05/0004/2021,13-Jan-2021 0515 hrs,Kalaburagi,KA-KAL-05,Burglary - Commercial,06-Jan-2021 1408 hrs,11-Jan-2021 2017 hrs,Iron Rod,Rolling Shutter,Forced - grill cut,Shop,Targeted,Two-Three,None,Random,Nothing Lost,Bike,Car/Jeep,,,,,,,,,,"Brief facts: the complainant states that on or between 06-Jan-2021 1408 hrs and 11-Jan-2021 2017 hrs a break-in at commercial premises was committed in Kalaburagi limits. It is stated that the accused went straight to where the valuables were kept, appear to have picked the target by chance, targeted a shop, were two or three persons, fled in a four-wheeler, got in by lifting the shutter, cut the grill, came on a two-wheeler, used a crowbar and made no attempt to avoid identification. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
KA-KAL-01/0004/2021,13-Jan-2021 0534 hrs,Kalaburagi,KA-KAL-01,Theft - Vehicle,10-Jan-2021,11-Jan-2021,None Observed,,,,,Two-Three,None,Random,Vehicle,Walking,Bike,Motorcycle,Handle Lock Broken,Residence Parking,,,,,,,"The complainant lodged a complaint at KA-KAL-01 regarding vehicle theft between 10-Jan-2021 and 11-Jan-2021. It is stated that the accused left no sign of tools, made no attempt to avoid identification, came on foot, took it from residential parking, stole a motorcycle, were two or three persons and appear to have picked the target by chance. Neighbours stated they did not hear anything unusual. A spot panchnama was drawn up in the presence of witnesses."
KA-KAL-03/0001/2021,13-Jan-2021 0656 hrs,Kalaburagi,KA-KAL-03,Theft - Chain Snatching,10-Jan-2021 0642 hrs,10-Jan-2021 0655 hrs,None Observed,,,,,Single,Face Covered,Random,Gold Jewellery / Electronics,,Bike,,,,Motorcycle,Walking On Road,,,,,"It is alleged that between 10-Jan-2021 0642 hrs and 10-Jan-2021 0655 hrs unknown accused committed chain snatching within Kalaburagi. It is stated that the accused appear to have picked the target by chance, left no sign of tools, acted alone, took gold ornaments, took electronic items, rode a motorcycle, targeted a victim who was walking and fled on a two-wheeler. The complainant does not suspect anyone. Street lights in the area were reported not working."
