THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-IND-02,Indore,MP-IND-02/0002/2021,12-01-2021 12:12 PM,GRIH_BHEDAN,11-01-2021 03:58 PM,12-01-2021 12:43 AM,"Complainant appeared at MP-IND-02 and stated that a house burglary happened between 11-01-2021 03:58 PM and 12-01-2021 12:43 AM in Indore. It is stated that the accused made no attempt to avoid identification, came on a two-wheeler, struck while the occupants were out, used a crowbar, used a screwdriver, broke the lock, targeted a shop-cum-residence and got in through the roof. The complainant noticed the incident on returning and informed the police.",,TALA_TODA,DUKAN_SAH_AAWAS,THODI_DER_BAHAR,,,SABBAL|PECHKAS,KOI_NAHI,AKASMIK,SONE_KE_GAHNE|ELECTRONIC_SAMAN|DASTAVEZ,DO_PAHIYA,,,,,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0001/2021,13-01-2021 12:05 AM,CHAIN_JHAPATNA,11-01-2021 11:51 PM,12-01-2021 12:01 AM,"Report received at MP-GWA-05, Gwalior: chain snatching between 11-01-2021 11:51 PM and 12-01-2021 12:01 AM. It is stated that the accused left no sign of tools, came on foot, fled on a two-wheeler, rode a motorcycle, took nothing and escaped along the main road. The complainant noticed the incident on returning and informed the police. Fingerprint experts visited the scene.",,,,,,EK,KOI_NAHI,KOI_NAHI,,KUCHH_NAHI,PAIDAL,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0001/2021,13-01-2021 04:12 PM,CHAIN_JHAPATNA,13-01-2021 12:43 PM,13-01-2021 12:51 PM,"The informant reported a chain snatching in the jurisdiction of MP-UJJ-05 between 13-01-2021 12:43 PM and 13-01-2021 12:51 PM. It is stated that the accused had their faces covered, targeted a victim riding pillion, escaped along the main road, struck during the day, were two or three persons and left no sign of tools. The complainant noticed the incident on returning and informed the police. The beat constable had passed the area about an hour earlier.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,AKASMIK,,DO_PAHIYA,PAIDAL,,,,SCOOTY,PICHHE_BAITHI,MUKHYA_MARG,,,
MP-IND-04,Indore,MP-IND-04/0002/2021,13-01-2021 07:16 PM,ATM_CHHEDCHHAD,11-01-2021 09:53 PM,13-01-2021 02:09 AM,"Complainant appeared at MP-IND-04 and stated that a ATM tampering happened between 11-01-2021 09:53 PM and 13-01-2021 02:09 AM in Indore. It is stated that the accused disabled the alarm, took cash, appear to have picked the target by chance, acted alone, forced the machine open, came on a two-wheeler and targeted an ATM at a bank branch. Nearby shops were closed at the time. The dog squad was summoned to the spot.",,,,,,EK,PECHKAS|GAS_KATAR,KOI_NAHI,AKASMIK,NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,SHAKHA_ATM,TODKAR_KHOLA,ALARM_BAND_KIYA
MP-JAB-01,Jabalpur,MP-JAB-01/0004/2021,14-01-2021 12:16 AM,CHAIN_JHAPATNA,13-01-2021 06:45 PM,13-01-2021 06:53 PM,"The informant reported a chain snatching in the jurisdiction of MP-JAB-01 between 13-01-2021 06:45 PM and 13-01-2021 06:53 PM. It is stated that the accused left no sign of tools, made no attempt to avoid identification, appear to have picked the target by chance, fled on a two-wheeler and took gold ornaments. A relative of the complainant was the first to notice. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,KOI_NAHI,,AKASMIK,SONE_KE_GAHNE,,DO_PAHIYA,,,,MOTORCYCLE,SUBAH_TEHALNA,MUKHYA_MARG,,,
MP-JAB-04,Jabalpur,MP-JAB-04/0003/2021,14-01-2021 07:59 AM,CHAIN_JHAPATNA,11-01-2021 07:27 AM,11-01-2021 07:34 AM,"Complainant appeared at MP-JAB-04 and stated that a chain snatching happened between 11-01-2021 07:27 AM and 11-01-2021 07:34 AM in Jabalpur. It is stated that the accused made no attempt to avoid identification, took gold ornaments, rode a scooter, struck during the day and escaped along the main road. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses.",,,,,,,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,SCOOTY,KHAREEDARI,MUKHYA_MARG,,,
MP-JAB-03,Jabalpur,MP-JAB-03/0002/2021,14-01-2021 10:47 AM,VAHAN_CHORI,14-01-2021 02:08 AM,14-01-2021 03:20 AM,"Report received at MP-JAB-03, Jabalpur: vehicle theft between 14-01-2021 02:08 AM and 14-01-2021 03:20 AM. It is stated that the accused took a vehicle, were a group of four or more, lifted or towed it away, fled in a four-wheeler, took it from a market area, made no attempt to avoid identification, appear to have picked the target by chance and stole a goods vehicle. Enquiries with nearby residents are in progress. A relative of the complainant was the first to notice.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,AKASMIK,VAHAN,PAIDAL,CHAR_PAHIYA,MAAL_VAHAN,UTHA_LE_GAYE,BAZAAR,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0002/2021,14-01-2021 12:32 PM,DUKAN_BHEDAN,13-01-2021 07:01 PM,14-01-2021 07:18 AM,"Complainant appeared at MP-GWA-05 and stated that a break-in at commercial premises happened between 13-01-2021 07:01 PM and 14-01-2021 07:18 AM in Gwalior. It is stated that the accused got in by lifting the shutter, came on a two-wheeler, used a screwdriver, acted alone and targeted an office. Fingerprint experts visited the scene. Neighbours stated they did not hear anything unusual.",SHUTTER,TALA_TODA,KARYALAYA,RAAT_ME_BAND,,,PECHKAS,,,NAKAD|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0003/2021,14-01-2021 01:12 PM,ATM_CHHEDCHHAD,13-01-2021 08:16 PM,14-01-2021 08:55 AM,"Report received at MP-UJJ-04, Ujjain: ATM tampering between 13-01-2021 08:16 PM and 14-01-2021 08:55 AM. It is stated that the accused made no attempt to avoid identification, targeted an ATM at a bank branch, used a gas cutter, fled on a two-wheeler, came in a four-wheeler and left the alarm untouched. Fingerprint experts visited the scene. The total value of the stolen property is estimated at Rs. 283,413.",,,,,,CHAAR_SE_ADHIK,GAS_KATAR,KOI_NAHI,,NAKAD,CHAR_PAHIYA,DO_PAHIYA,,,,,,,SHAKHA_ATM,SKIMMER_LAGAYA,ALARM_CHALU
MP-UJJ-02,Ujjain,MP-UJJ-02/0002/2021,14-01-2021 03:24 PM,VAHAN_CHORI,13-01-2021 12:20 AM,14-01-2021 07:58 AM,"Complainant appeared at MP-UJJ-02 and stated that a vehicle theft happened between 13-01-2021 12:20 AM and 14-01-2021 07:58 AM in Ujjain. It is stated that the accused came on a two-wheeler, made no attempt to avoid identification, took it from residential parking, took documents, took a vehicle, stole a motorcycle, left no sign of tools and fled on a two-wheeler. The dog squad was summoned to the spot. The complainant has submitted bills for some of the items.",,,,,,,KOI_NAHI,KOI_NAHI,REKI_KI,DASTAVEZ|VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-BHO-03,Bhopal,MP-BHO-03/0002/2021,14-01-2021 10:26 PM,GRIH_BHEDAN,11-01-2021 04:32 AM,14-01-2021 09:44 PM,"Complainant appeared at MP-BHO-03 and stated that a house burglary happened between 11-01-2021 04:32 AM and 14-01-2021 09:44 PM in Bhopal. It is stated that the accused appear to have watched the place beforehand, targeted an independent house, had their faces covered, broke the lock, came on foot, got in through the door, fled on foot and used a screwdriver. The complainant noticed the incident on returning and informed the police. It had been raining heavily that evening.",DARWAZA,TALA_TODA,SWATANTRA_MAKAN,BAHARGAON_GAYE,SAB_BIKHRA,,PECHKAS,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|NAKAD,PAIDAL,PAIDAL,,,,,,,,,
MP-GWA-02,Gwalior,MP-GWA-02/0001/2021,15-01-2021 01:35 AM,VAHAN_CHORI,12-01-2021 03:54 AM,13-01-2021 05:24 AM,"The informant reported a vehicle theft in the jurisdiction of MP-GWA-02 between 12-01-2021 03:54 AM and 13-01-2021 05:24 AM. It is stated that the accused took it from station parking, disabled the CCTV camera, stole a motorcycle, came on foot, took a vehicle, were two or three persons and fled on a two-wheeler. Neighbours stated they did not hear anything unusual. Street lights in the area were reported not working.",,,,,,DO_TEEN,,CCTV_TODA,AKASMIK,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,NAKLI_CHABI,STATION_PARISAR,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0003/2021,15-01-2021 03:49 AM,VAHAN_CHORI,13-01-2021 09:56 PM,14-01-2021 04:52 PM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-06 between 13-01-2021 09:56 PM and 14-01-2021 04:52 PM. It is stated that the accused stole a motorcycle, took a vehicle, used a cutter, started it with a duplicate key, appear to have picked the target by chance, were two or three persons and came on foot. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone.",,,,,,DO_TEEN,KATAR,KOI_NAHI,AKASMIK,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0002/2021,15-01-2021 06:06 AM,VAHAN_CHORI,14-01-2021 12:52 AM,14-01-2021 03:59 AM,"Complainant appeared at MP-BHO-01 and stated that a vehicle theft happened between 14-01-2021 12:52 AM and 14-01-2021 03:59 AM in Bhopal. It is stated that the accused used a screwdriver, started it with a duplicate key, took it from residential parking, were two or three persons, came on a two-wheeler and made no attempt to avoid identification. Fingerprint experts visited the scene. The total value of the stolen property is estimated at Rs. 49,893.",,,,,,DO_TEEN,PECHKAS,KOI_NAHI,,VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,NAKLI_CHABI,,,,,,,
MP-IND-01,Indore,MP-IND-01/0002/2021,15-01-2021 06:44 AM,VAHAN_CHORI,14-01-2021,14-01-2021,"The informant reported a vehicle theft in the jurisdiction of MP-IND-01 between 14-01-2021 and 14-01-2021. It is stated that the accused came on foot, fled in a four-wheeler, acted alone, took a vehicle, took it from a public parking lot, lifted or towed it away, left no sign of tools and appear to have picked the target by chance. It had been raining heavily that evening. The total value of the stolen property is estimated at Rs. 166,617.",,,,,,EK,KOI_NAHI,KOI_NAHI,AKASMIK,VAHAN,PAIDAL,CHAR_PAHIYA,MAAL_VAHAN,UTHA_LE_GAYE,SARVAJANIK_PARKING,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0004/2021,15-01-2021 12:27 PM,CHAIN_JHAPATNA,14-01-2021 04:00 AM,14-01-2021 04:03 AM,"Complainant appeared at MP-UJJ-04 and stated that a chain snatching happened between 14-01-2021 04:00 AM and 14-01-2021 04:03 AM in Ujjain. It is stated that the accused took gold ornaments, escaped towards the highway, appear to have picked the target by chance, made no attempt to avoid identification, left no sign of tools and fled on a two-wheeler. Street lights in the area were reported not working. It had been raining heavily that evening.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,HIGHWAY,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0004/2021,15-01-2021 02:37 PM,VAHAN_CHORI,14-01-2021,14-01-2021,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-06 between 14-01-2021 and 14-01-2021. It is stated that the accused fled on a two-wheeler, made no attempt to avoid identification, stole a motorcycle, came on foot, appear to have watched the place beforehand, took a vehicle and acted alone. It had been raining heavily that evening. The complainant does not suspect anyone.",,,,,,EK,PECHKAS,KOI_NAHI,REKI_KI,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,,STATION_PARISAR,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0003/2021,15-01-2021 02:53 PM,ATM_CHHEDCHHAD,11-01-2021 04:33 PM,12-01-2021 03:57 AM,"Complainant appeared at MP-UJJ-01 and stated that a ATM tampering happened between 11-01-2021 04:33 PM and 12-01-2021 03:57 AM in Ujjain. It is stated that the accused fitted a skimming device, struck at night, came on a two-wheeler, left the alarm untouched, wore gloves and took cash. Enquiries with nearby residents are in progress. The dog squad was summoned to the spot.",,,,,,DO_TEEN,SABBAL|PECHKAS,DASTANE,,NAKAD,DO_PAHIYA,,,,,,,,SHAKHA_ATM,SKIMMER_LAGAYA,ALARM_CHALU
MP-GWA-03,Gwalior,MP-GWA-03/0002/2021,16-01-2021 01:45 PM,CHAIN_JHAPATNA,16-01-2021 06:02 AM,16-01-2021 06:12 AM,"The informant reported a chain snatching in the jurisdiction of MP-GWA-03 between 16-01-2021 06:02 AM and 16-01-2021 06:12 AM. It is stated that the accused rode a motorcycle, left no sign of tools, came on a two-wheeler, struck early in the morning, had their faces covered, fled on a two-wheeler, were two or three persons and escaped along the main road. The total value of the stolen property is estimated at Rs. 21,673. The dog squad was summoned to the spot.",,,,,,DO_TEEN,,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-JAB-05,Jabalpur,MP-JAB-05/0002/2021,16-01-2021 02:52 PM,GRIH_BHEDAN,16-01-2021,16-01-2021,"Report received at MP-JAB-05, Jabalpur: house burglary between 16-01-2021 and 16-01-2021. It is stated that the accused disabled the CCTV camera, struck while the occupants were out, forced the door open, left no sign of tools, ransacked the place, fled on a two-wheeler, took nothing and came on a two-wheeler. Street lights in the area were reported not working. Fingerprint experts visited the scene.",,DHAKKA_DEKAR_KHOLA,FLAT,THODI_DER_BAHAR,SAB_BIKHRA,,KOI_NAHI,CCTV_TODA,REKI_KI,KUCHH_NAHI,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-BHO-04,Bhopal,MP-BHO-04/0004/2021,16-01-2021 05:07 PM,GRIH_BHEDAN,15-01-2021 03:14 AM,15-01-2021 10:27 AM,"The informant reported a house burglary in the jurisdiction of MP-BHO-04 between 15-01-2021 03:14 AM and 15-01-2021 10:27 AM. It is stated that the accused came on foot, took gold ornaments, went straight to where the valuables were kept, made no attempt to avoid identification, were two or three persons, targeted an independent house, climbed in via the balcony, struck while the occupants were out and forced the door open. The complainant has submitted bills for some of the items.",BALCONY,DHAKKA_DEKAR_KHOLA,SWATANTRA_MAKAN,,SEEDHE_TIJORI,DO_TEEN,,KOI_NAHI,,SONE_KE_GAHNE,PAIDAL,,,,,,,,,,
MP-IND-05,Indore,MP-IND-05/0001/2021,16-01-2021 06:55 PM,CHAIN_JHAPATNA,16-01-2021 07:29 AM,16-01-2021 07:34 AM,"The informant reported a chain snatching in the jurisdiction of MP-IND-05 between 16-01-2021 07:29 AM and 16-01-2021 07:34 AM. It is stated that the accused struck during the day, took gold ornaments, took electronic items, came on a two-wheeler and made no attempt to avoid identification. The complainant has submitted bills for some of the items. Street lights in the area were reported not working.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,MOTORCYCLE,PAIDAL_JA_RAHI,HIGHWAY,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0005/2021,16-01-2021 07:13 PM,GRIH_BHEDAN,15-01-2021 01:08 AM,15-01-2021 06:09 AM,"The informant reported a house burglary in the jurisdiction of MP-JAB-01 between 15-01-2021 01:08 AM and 15-01-2021 06:09 AM. It is stated that the accused were a group of four or more, entered without force, wore gloves, struck while the occupants were out, came on a two-wheeler and targeted an independent house. The complainant has submitted bills for some of the items. Enquiries with nearby residents are in progress.",DARWAZA,BINA_TOD_FOD,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,CHAAR_SE_ADHIK,KOI_NAHI,DASTANE,AKASMIK,VAHAN,DO_PAHIYA,,,,,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0006/2021,16-01-2021 07:49 PM,VAHAN_CHORI,14-01-2021 05:48 AM,14-01-2021 07:22 AM,"Report received at MP-JAB-01, Jabalpur: vehicle theft between 14-01-2021 05:48 AM and 14-01-2021 07:22 AM. It is stated that the accused fled on a two-wheeler, left no sign of tools, took a vehicle and started it with a duplicate key. The complainant noticed the incident on returning and informed the police. A spot panchnama was drawn up in the presence of witnesses.",,,,,,,KOI_NAHI,MUNH_DHAKA,,VAHAN,PAIDAL,DO_PAHIYA,SCOOTY,NAKLI_CHABI,,,,,,,
MP-GWA-02,Gwalior,MP-GWA-02/0002/2021,18-01-2021 11:18 AM,CHAIN_JHAPATNA,15-01-2021 11:08 AM,15-01-2021 11:13 AM,"Complainant appeared at MP-GWA-02 and stated that a chain snatching happened between 15-01-2021 11:08 AM and 15-01-2021 11:13 AM in Gwalior. It is stated that the accused targeted a victim who was shopping, came on a two-wheeler, had their faces covered, struck during the day, rode a motorcycle, appear to have picked the target by chance and escaped along the main road. The total value of the stolen property is estimated at Rs. 112,211. Fingerprint experts visited the scene.",,,,,,,KOI_NAHI,MUNH_DHAKA,AKASMIK,,DO_PAHIYA,,,,,MOTORCYCLE,KHAREEDARI,MUKHYA_MARG,,,
MP-IND-02,Indore,MP-IND-02/0003/2021,18-01-2021 12:41 PM,ATM_CHHEDCHHAD,17-01-2021,18-01-2021,"Complainant appeared at MP-IND-02 and stated that a ATM tampering happened between 17-01-2021 and 18-01-2021 in Indore. It is stated that the accused disabled the CCTV camera, targeted an offsite ATM kiosk, took cash, forced the machine open and acted alone. Fingerprint experts visited the scene. The beat constable had passed the area about an hour earlier.",,,,,,EK,KOI_NAHI,CCTV_TODA,REKI_KI,NAKAD,PAIDAL,,,,,,,,BAHARI_ATM,TODKAR_KHOLA,
MP-JAB-06,Jabalpur,MP-JAB-06/0002/2021,18-01-2021 11:09 PM,CHAIN_JHAPATNA,12-01-2021 08:11 PM,12-01-2021 08:19 PM,"Complainant appeared at MP-JAB-06 and stated that a chain snatching happened between 12-01-2021 08:11 PM and 12-01-2021 08:19 PM in Jabalpur. It is stated that the accused were two or three persons, struck during the day, targeted a victim who was shopping, rode a scooter and escaped through the lanes. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,,,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,DO_PAHIYA,,,,SCOOTY,KHAREEDARI,GALIYON_SE,,,
MP-IND-02,Indore,MP-IND-02/0004/2021,19-01-2021 04:03 PM,GRIH_BHEDAN,11-01-2021 01:15 AM,11-01-2021 03:27 AM,"Complainant appeared at MP-IND-02 and stated that a house burglary happened between 11-01-2021 01:15 AM and 11-01-2021 03:27 AM in Indore. It is stated that the accused forced the door open, took a vehicle, got in through the roof, ransacked the place, targeted an apartment, struck at night, struck while the occupants were inside and came in a four-wheeler. The complainant has submitted bills for some of the items. Nearby shops were closed at the time.",CHHAT,DHAKKA_DEKAR_KHOLA,FLAT,GHAR_WALE_MAUJOOD,SAB_BIKHRA,EK,PECHKAS,,,VAHAN,CHAR_PAHIYA,,,,,,,,,,
MP-UJJ-03,Ujjain,MP-UJJ-03/0002/2021,20-01-2021 05:51 AM,CHAIN_JHAPATNA,19-01-2021 09:27 PM,19-01-2021 09:30 PM,"Complainant appeared at MP-UJJ-03 and stated that a chain snatching happened between 19-01-2021 09:27 PM and 19-01-2021 09:30 PM in Ujjain. It is stated that the accused were two or three persons, made no attempt to avoid identification, came on a two-wheeler, rode a motorcycle, left no sign of tools, escaped through the lanes, targeted a victim riding pillion, fled on a two-wheeler and struck during the day. A spot panchnama was drawn up in the presence of witnesses. It had been raining heavily that evening.",,,,,,,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PICHHE_BAITHI,GALIYON_SE,,,
MP-BHO-04,Bhopal,MP-BHO-04/0005/2021,20-01-2021 07:17 AM,ATM_CHHEDCHHAD,19-01-2021 09:44 PM,20-01-2021 04:47 AM,"Report received at MP-BHO-04, Bhopal: ATM tampering between 19-01-2021 09:44 PM and 20-01-2021 04:47 AM. It is stated that the accused cut the machine open with gas, acted alone, took cash, left the alarm untouched, disabled the CCTV camera, came in a four-wheeler, appear to have watched the place beforehand, targeted a white-label ATM, used a gas cutter and struck at night. The dog squad was summoned to the spot. Street lights in the area were reported not working.",,,,,,EK,GAS_KATAR,CCTV_TODA,REKI_KI,NAKAD,CHAR_PAHIYA,,,,,,,,WHITE_LABEL_ATM,GAS_SE_KATA,ALARM_CHALU
MP-GWA-06,Gwalior,MP-GWA-06/0003/2021,20-01-2021 09:47 AM,VAHAN_CHORI,20-01-2021,20-01-2021,"Complainant appeared at MP-GWA-06 and stated that a vehicle theft happened between 20-01-2021 and 20-01-2021 in Gwalior. It is stated that the accused struck early in the morning, found the key left in the vehicle, fled on a two-wheeler, appear to have picked the target by chance, came on foot, were two or three persons, left no sign of tools, took it from station parking and stole a motorcycle. The complainant noticed the incident on returning and informed the police. The beat constable had passed the area about an hour earlier.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,,PAIDAL,DO_PAHIYA,MOTORCYCLE,CHABI_LAGI_THI,STATION_PARISAR,,,,,,
