fir_number,district_name,ps_name,crime_category,offence_from_dt,offence_to_dt,fir_reg_dt,mo_description,brief_facts
TG-RAN-03/0001/2021,Rangareddy,TG-RAN-03,HB - Residential,2021-01-09T19:04:00,2021-01-09T20:56:00,2021-01-12T10:14:00,Accused fled on a two-wheeler; struck while the occupants were inside; climbed in via the balcony; had their faces covered; struck during the day; acted alone; left no sign of tools; took gold ornaments; went straight to where the valuables were kept; targeted an independent house; came on a two-wheeler.,"The complainant reported house burglary that occurred between 2021-01-09T19:04:00 and 2021-01-09T20:56:00 in Rangareddy. It is stated that the accused fled on a two-wheeler, struck while the occupants were inside, climbed in via the balcony, had their faces covered, struck during the day, acted alone, left no sign of tools, took gold ornaments, went straight to where the valuables were kept, targeted an independent house and came on a two-wheeler. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone."
TG-RAN-04/0003/2021,Rangareddy,TG-RAN-04,MV Theft,2021-01-11T02:36:00,2021-01-11T04:38:00,2021-01-12T10:28:00,Accused made no attempt to avoid identification; stole a scooter; struck at night; started it with a duplicate key; took it from the roadside; were two or three persons; appear to have picked the target by chance; fled on a two-wheeler.,"The complainant reported vehicle theft that occurred between 2021-01-11T02:36:00 and 2021-01-11T04:38:00 in Rangareddy. It is stated that the accused made no attempt to avoid identification, stole a scooter, took a vehicle, struck at night, started it with a duplicate key, took it from the roadside, were two or three persons, appear to have picked the target by chance, fled on a two-wheeler and left no sign of tools. The complainant does not suspect anyone. Enquiries with nearby residents are in progress."
TG-HAN-02/0003/2021,Hanumakonda,TG-HAN-02,Chain Snatching,2021-01-13T08:19:00,2021-01-13T08:29:00,2021-01-13T15:33:00,Accused came on a two-wheeler; struck during the day; appear to have picked the target by chance; were two or three persons; targeted a victim who was shopping; escaped towards the highway; had their faces covered; took gold ornaments; left no sign of tools.,"The complainant reported chain snatching that occurred between 2021-01-13T08:19:00 and 2021-01-13T08:29:00 in Hanumakonda. It is stated that the accused came on a two-wheeler, struck during the day, appear to have picked the target by chance, were two or three persons, escaped towards the highway, took gold ornaments and left no sign of tools. Neighbours stated they did not hear anything unusual. The beat constable had passed the area about an hour earlier."
TG-HYD-07/0001/2021,Hyderabad,TG-HYD-07,ATM Offence,2021-01-12T17:54:00,2021-01-13T21:01:00,2021-01-14T12:00:00,Accused took cash; were two or three persons; used a gas cutter; fled on a two-wheeler; targeted a white-label ATM; left the alarm untouched; made no attempt to avoid identification; came on a two-wheeler.,"Complaint received at TG-HYD-07 (Hyderabad) regarding ATM tampering between 2021-01-12T17:54:00 and 2021-01-13T21:01:00. It is stated that the accused took cash, were two or three persons, cut the machine open with gas, used a gas cutter, fled on a two-wheeler, targeted a white-label ATM, left the alarm untouched, made no attempt to avoid identification, appear to have picked the target by chance and came on a two-wheeler. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual."
TG-KAR-01/0002/2021,Karimnagar,TG-KAR-01,HB - Residential,2021-01-13T08:21:00,2021-01-13T14:47:00,2021-01-14T19:47:00,Accused were two or three persons; struck while the occupants were out; came on foot; targeted an apartment; struck during the day; made no attempt to avoid identification; broke the lock; fled on foot; took gold ornaments; ransacked the place.,"Case registered at TG-KAR-01 on a complaint of house burglary committed between 2021-01-13T08:21:00 and 2021-01-13T14:47:00. It is stated that the accused were two or three persons, struck while the occupants were out, came on foot, targeted an apartment, struck during the day, made no attempt to avoid identification, broke the lock, fled on foot, took gold ornaments and ransacked the place. Fingerprint experts visited the scene. Neighbours stated they did not hear anything unusual."
TG-RAN-02/0002/2021,Rangareddy,TG-RAN-02,MV Theft,2021-01-13T20:56:00,2021-01-14T08:49:00,2021-01-14T22:14:00,Accused were two or three persons; appear to have watched the place beforehand; used a screwdriver; fled on a two-wheeler; took a vehicle; started it with a duplicate key; took it from a public parking lot; struck at night; made no attempt to avoid identification; stole a motorcycle; came on a two-wheeler.,"Case registered at TG-RAN-02 on a complaint of vehicle theft committed between 2021-01-13T20:56:00 and 2021-01-14T08:49:00. It is stated that the accused were two or three persons, appear to have watched the place beforehand, used a screwdriver, fled on a two-wheeler, took a vehicle, started it with a duplicate key, took it from a public parking lot, struck at night, made no attempt to avoid identification, stole a motorcycle and came on a two-wheeler. Fingerprint experts visited the scene. The complainant noticed the incident on returning and informed the police."
TG-RAN-02/0003/2021,Rangareddy,TG-RAN-02,HB - Commercial,2021-01-01T15:20:00,2021-01-14T22:09:00,2021-01-15T03:51:00,Accused were two or three persons; got in through the door; fled on a two-wheeler; came on a two-wheeler; took gold ornaments; took cash; took electronic items; made no attempt to avoid identification; appear to have picked the target by chance; forced the door open; left no sign of tools.,"The complainant reported break-in at commercial premises that occurred between 2021-01-01T15:20:00 and 2021-01-14T22:09:00 in Rangareddy. It is stated that the accused were two or three persons, struck while the house was locked for days, got in through the door, fled on a two-wheeler, targeted an independent house, took gold ornaments, took cash, took electronic items, made no attempt to avoid identification, appear to have picked the target by chance, forced the door open and left no sign of tools. Neighbours stated they did not hear anything unusual. The complainant does not suspect anyone."
TG-KAR-07/0001/2021,Karimnagar,TG-KAR-07,MV Theft,2021-01-13T20:34:00,2021-01-14T11:12:00,2021-01-15T13:35:00,Accused used a screwdriver; stole a scooter; took a vehicle; acted alone; appear to have watched the place beforehand; came in a four-wheeler; took it from station parking.,"Complaint received at TG-KAR-07 (Karimnagar) regarding vehicle theft between 2021-01-13T20:34:00 and 2021-01-14T11:12:00. It is stated that the accused used a screwdriver, took a vehicle, acted alone, fled on a two-wheeler, appear to have watched the place beforehand, came in a four-wheeler, made no attempt to avoid identification, took it from station parking and broke the handle lock. Enquiries with nearby residents are in progress. It had been raining heavily that evening."
TG-NIZ-01/0005/2021,Nizamabad,TG-NIZ-01,MV Theft,2021-01-14T18:04:00,2021-01-14T22:52:00,2021-01-15T14:52:00,Accused made no attempt to avoid identification; took it from a market area; fled in a four-wheeler; struck during the day; stole a goods vehicle; started it with a duplicate key; took documents; took a vehicle; appear to have picked the target by chance; acted alone; left no sign of tools.,"The complainant reported vehicle theft that occurred between 2021-01-14T18:04:00 and 2021-01-14T22:52:00 in Nizamabad. It is stated that the accused took it from a market area, fled in a four-wheeler, struck during the day, stole a goods vehicle, started it with a duplicate key, took documents, took a vehicle, came on foot, appear to have picked the target by chance, acted alone and left no sign of tools. A spot panchnama was drawn up in the presence of witnesses. Street lights in the area were reported not working."
TG-KAR-04/0002/2021,Karimnagar,TG-KAR-04,HB - Commercial,2021-01-12T07:55:00,2021-01-14T20:17:00,2021-01-16T00:29:00,Accused took cash; took documents; opened it with a duplicate key; took only selected valuables; fled on a two-wheeler; came on foot; struck while the premises were closed for a holiday; targeted a shop; acted alone; had their faces covered.,"Case registered at TG-KAR-04 on a complaint of break-in at commercial premises committed between 2021-01-12T07:55:00 and 2021-01-14T20:17:00. It is stated that the accused took cash, took documents, opened it with a duplicate key, took only selected valuables, fled on a two-wheeler, came on foot, struck while the premises were closed for a holiday, targeted a shop, acted alone, used a cutter and used a screwdriver. Enquiries with nearby residents are in progress. The beat constable had passed the area about an hour earlier."
TG-RAN-02/0004/2021,Rangareddy,TG-RAN-02,ATM Offence,2021-01-13,2021-01-13,2021-01-16T09:47:00,Accused used a cutter; used a gas cutter; left the alarm untouched; cut the machine open with gas; appear to have picked the target by chance; came on foot; acted alone; took cash; fled in a four-wheeler.,"Complaint received at TG-RAN-02 (Rangareddy) regarding ATM tampering between 2021-01-13 and 2021-01-13. It is stated that the accused made no attempt to avoid identification, used a cutter, used a gas cutter, left the alarm untouched, appear to have picked the target by chance, acted alone, took cash and fled in a four-wheeler. Enquiries with nearby residents are in progress. The total value of the stolen property is estimated at Rs. 489,077."
